55.17111,59.65083,RU,Zlatoust
55.744,38.01684,RU,Zheleznodorozhnyy
55.9825,37.18139,RU,Zelenograd
56.63877,47.89078,RU,Yoshkar-Ola
52.62366,38.50169,RU,Yelets
57.62987,39.87368,RU,Yaroslavl
51.67204,39.1843,RU,Voronezh
48.78583,44.77973,RU,Volzhsky
59.2239,39.88398,RU,Vologda
48.71939,44.50183,RU,Volgograd
47.51361,42.15139,RU,Volgodonsk
56.13655,40.39658,RU,Vladimir
43.03667,44.66778,RU,Vladikavkaz
56.34,30.54517,RU,Velikiye Luki
54.32824,48.38657,RU,Ulyanovsk
63.56705,53.68348,RU,Ukhta
54.74306,55.96779,RU,Ufa
56.85836,35.90057,RU,Tver
54.19609,37.61822,RU,Tula
53.5303,49.3461,RU,Tolyatti
52.73169,41.44326,RU,Tambov
47.23627,38.9053,RU,Taganrog
53.1585,48.4681,RU,Syzran’
61.664,50.815,RU,Syktyvkar
53.62462,55.95015,RU,Sterlitamak
45.0428,41.9734,RU,Stavropol’
51.29667,37.84167,RU,Staryy Oskol
59.6316,56.7685,RU,Solikamsk
43.59917,39.72569,RU,Sochi
54.77944,32.04371,RU,Smolensk
55.92497,37.97218,RU,Shchelkovo
47.70911,40.21443,RU,Shakhty
64.5635,39.8302,RU,Severodvinsk
54.91578,37.41114,RU,Serpukhov
56.3,38.13333,RU,Sergiyev Posad
51.54056,46.00861,RU,Saratov
54.1838,45.1749,RU,Saransk
59.93863,30.31413,RU,Saint Petersburg
53.20007,50.15,RU,Samara
53.38365,55.90773,RU,Salavat
58.0446,38.84259,RU,Rybinsk
54.6269,39.6916,RU,Ryazan’
47.23135,39.72328,RU,Rostov-na-Donu
44.04861,43.05944,RU,Pyatigorsk
56.01722,37.86667,RU,Pushkino
57.8136,28.3496,RU,Pskov
55.42419,37.55472,RU,Podolsk
61.78491,34.34691,RU,Petrozavodsk
56.90528,59.94361,RU,Pervouralsk
58.01046,56.25017,RU,Perm
55.64528,37.33583,RU,Novo-Peredelkino
53.20066,45.00464,RU,Penza
51.20487,58.56685,RU,Orsk
51.7727,55.0988,RU,Orenburg
52.96508,36.07849,RU,Orël
55.80672,38.96178,RU,Orekhovo-Zuyevo
54.48147,53.47103,RU,Oktyabr’skiy
55.67798,37.27773,RU,Odintsovo
55.09681,36.61006,RU,Obninsk
51.20301,58.32665,RU,Novotroitsk
44.72439,37.76752,RU,Novorossiysk
54.0105,38.2846,RU,Novomoskovsk
53.0959,49.9462,RU,Novokuybyshevsk
47.42096,40.09185,RU,Novocherkassk
56.11095,47.47755,RU,Novocheboksarsk
58.52131,31.27104,RU,Velikiy Novgorod
55.86647,38.4438,RU,Noginsk
57.91944,59.965,RU,Nizhny Tagil
56.32867,44.00205,RU,Nizhniy Novgorod
55.63657,51.82447,RU,Nizhnekamsk
44.6333,41.9444,RU,Nevinnomyssk
56.092,54.2661,RU,Neftekamsk
43.22597,44.77323,RU,Nazran’
67.63869,53.00371,RU,Nar'yan-Mar
43.49806,43.61889,RU,Nalchik
55.72545,52.41122,RU,Naberezhnyye Chelny
55.91163,37.73076,RU,Mytishchi
55.575,42.0426,RU,Murom
68.97917,33.09251,RU,Murmansk
55.75222,37.61556,RU,Moscow
44.60778,40.10583,RU,Maykop
42.97638,47.50236,RU,Makhachkala
53.41861,59.04722,RU,Magnitogorsk
55.67719,37.89322,RU,Lyubertsy
52.60311,39.57076,RU,Lipetsk
51.73733,36.18735,RU,Kursk
45.04484,38.97603,RU,Krasnodar
56.35722,41.31917,RU,Kovrov
57.76647,40.92686,RU,Kostroma
59.75069,30.58856,RU,Kolpino
55.07944,38.77833,RU,Kolomna
43.91333,42.72083,RU,Kislovodsk
58.59665,49.66007,RU,Kirov
55.89704,37.42969,RU,Khimki
55.78874,49.12214,RU,Kazan
50.09833,45.41601,RU,Kamyshin
54.5293,36.27542,RU,Kaluga
54.70649,20.51095,RU,Kaliningrad
56.84976,53.20448,RU,Izhevsk
56.99719,40.97139,RU,Ivanovo
43.31195,45.68895,RU,Groznyy
58.1393,52.658,RU,Glazov
51.48389,46.10528,RU,Engels
46.30778,44.25583,RU,Elista
55.78959,38.44671,RU,Elektrostal’
56.24143,43.45539,RU,Dzerzhinsk
54.21386,49.61838,RU,Dimitrovgrad
44.22333,42.05778,RU,Cherkessk
59.13333,37.9,RU,Cherepovets
56.13222,47.25194,RU,Cheboksary
53.25209,34.37167,RU,Bryansk
59.4091,56.8204,RU,Berezniki
50.61074,36.58015,RU,Belgorod
47.13975,39.75181,RU,Bataysk
55.80945,37.95806,RU,Balashikha
52.02782,47.8007,RU,Balakovo
46.34968,48.04076,RU,Astrakhan
55.39485,43.83992,RU,Arzamas
44.9892,41.1234,RU,Armavir
64.5401,40.5433,RU,Arkhangel’sk
54.90442,52.3154,RU,Al’met’yevsk
56.8519,60.6122,RU,Yekaterinburg
57.15222,65.52722,RU,Tyumen
56.49771,84.97437,RU,Tomsk
58.19807,68.25457,RU,Tobolsk
61.25,73.41667,RU,Surgut
66.53,66.60194,RU,Salekhard
51.51473,81.20613,RU,Rubtsovsk
53.9059,86.719,RU,Prokop’yevsk
54.99244,73.36859,RU,Omsk
